"species","area","year","month","landings"
"Pacific Whiting","Los Angeles","2008-2009","May",6
"Pacific Whiting","Los Angeles","2009-2010","May",0
"Pacific Whiting","Los Angeles","2010-2011","May",0
"Pacific Whiting","Los Angeles","2011-2012","May",85
"Pacific Whiting","Los Angeles","2013-2014","May",0
"Pacific Whiting","Los Angeles","2014-2015","May",0
"Pacific Whiting","Los Angeles","2015-2016","May",0
"Pacific Whiting","Los Angeles","2016-2017","May",0
"Pacific Whiting","Los Angeles","2017-2018","May",0
"Pacific Whiting","Los Angeles","2018-2019","May",0
"Pacific Whiting","San Diego","2005-2006","May",0
"Pacific Whiting","San Diego","2007-2008","May",0
"Pacific Whiting","San Diego","2012-2013","May",0
"Pacific Whiting","San Diego","2016-2017","May",0
"Halibut","Bodega Bay","1999-2000","May",316
"Halibut","Bodega Bay","2000-2001","May",228
"Halibut","Bodega Bay","2001-2002","May",338
"Halibut","Bodega Bay","2002-2003","May",1200
"Halibut","Bodega Bay","2003-2004","May",1167
"Halibut","Bodega Bay","2004-2005","May",1352
"Halibut","Bodega Bay","2005-2006","May",0
"Halibut","Bodega Bay","2006-2007","May",0
"Halibut","Bodega Bay","2007-2008","May",334
"Halibut","Bodega Bay","2008-2009","May",816
"Halibut","Bodega Bay","2009-2010","May",1014
"Halibut","Bodega Bay","2010-2011","May",821
"Halibut","Bodega Bay","2011-2012","May",335
"Halibut","Bodega Bay","2012-2013","May",0
"Halibut","Bodega Bay","2013-2014","May",0
"Halibut","Bodega Bay","2014-2015","May",100
"Halibut","Bodega Bay","2015-2016","May",348
"Halibut","Bodega Bay","2016-2017","May",271
"Halibut","Bodega Bay","2017-2018","May",7899
"Halibut","Bodega Bay","2018-2019","May",253
"Halibut","Eureka","1999-2000","May",0
"Halibut","Eureka","2000-2001","May",22
"Halibut","Eureka","2001-2002","May",0
"Halibut","Eureka","2002-2003","May",0
"Halibut","Eureka","2003-2004","May",0
"Halibut","Eureka","2004-2005","May",0
"Halibut","Eureka","2005-2006","May",0
"Halibut","Eureka","2006-2007","May",0
"Halibut","Eureka","2007-2008","May",50
"Halibut","Eureka","2008-2009","May",8
"Halibut","Eureka","2009-2010","May",0
"Halibut","Eureka","2010-2011","May",0
"Halibut","Eureka","2012-2013","May",0
"Halibut","Eureka","2014-2015","May",0
"Halibut","Eureka","2015-2016","May",0
"Halibut","Eureka","2016-2017","May",0
"Halibut","Eureka","2017-2018","May",254
"Halibut","Eureka","2018-2019","May",25
"Halibut","Fort Bragg","1999-2000","May",0
"Halibut","Fort Bragg","2000-2001","May",0
"Halibut","Fort Bragg","2001-2002","May",0
"Halibut","Fort Bragg","2002-2003","May",0
"Halibut","Fort Bragg","2003-2004","May",0
"Halibut","Fort Bragg","2005-2006","May",0
"Halibut","Fort Bragg","2006-2007","May",0
"Halibut","Fort Bragg","2007-2008","May",0
"Halibut","Fort Bragg","2009-2010","May",0
"Halibut","Fort Bragg","2011-2012","May",0
"Halibut","Fort Bragg","2012-2013","May",0
"Halibut","Fort Bragg","2013-2014","May",0
"Halibut","Fort Bragg","2014-2015","May",0
"Halibut","Fort Bragg","2015-2016","May",0
"Halibut","Fort Bragg","2016-2017","May",0
"Halibut","Fort Bragg","2017-2018","May",86
"Halibut","Fort Bragg","2018-2019","May",0
"Halibut","Los Angeles","1999-2000","May",12493
"Halibut","Los Angeles","2000-2001","May",17001
"Halibut","Los Angeles","2001-2002","May",19266
"Halibut","Los Angeles","2002-2003","May",15354
"Halibut","Los Angeles","2003-2004","May",5072
"Halibut","Los Angeles","2004-2005","May",4475
"Halibut","Los Angeles","2005-2006","May",4655
"Halibut","Los Angeles","2006-2007","May",4486
"Halibut","Los Angeles","2007-2008","May",5914
"Halibut","Los Angeles","2008-2009","May",1044
"Halibut","Los Angeles","2009-2010","May",3032
"Halibut","Los Angeles","2010-2011","May",4582
"Halibut","Los Angeles","2011-2012","May",1046
"Halibut","Los Angeles","2012-2013","May",1271
"Halibut","Los Angeles","2013-2014","May",497
"Halibut","Los Angeles","2014-2015","May",754
"Halibut","Los Angeles","2015-2016","May",9657
"Halibut","Los Angeles","2016-2017","May",876
"Halibut","Los Angeles","2017-2018","May",1077
"Halibut","Los Angeles","2018-2019","May",10927
"Halibut","Monterey","1999-2000","May",1062
"Halibut","Monterey","2000-2001","May",5158
"Halibut","Monterey","2001-2002","May",5565
"Halibut","Monterey","2002-2003","May",2592
"Halibut","Monterey","2003-2004","May",4902
"Halibut","Monterey","2004-2005","May",6044
"Halibut","Monterey","2005-2006","May",4169
"Halibut","Monterey","2006-2007","May",231
"Halibut","Monterey","2007-2008","May",296
"Halibut","Monterey","2008-2009","May",507
"Halibut","Monterey","2009-2010","May",120
"Halibut","Monterey","2010-2011","May",256
"Halibut","Monterey","2011-2012","May",771
"Halibut","Monterey","2012-2013","May",181
"Halibut","Monterey","2013-2014","May",1337
"Halibut","Monterey","2014-2015","May",136
"Halibut","Monterey","2015-2016","May",457
"Halibut","Monterey","2016-2017","May",711
"Halibut","Monterey","2017-2018","May",1918
"Halibut","Monterey","2018-2019","May",2535
"Halibut","Morro Bay","1999-2000","May",213
"Halibut","Morro Bay","2000-2001","May",2130
"Halibut","Morro Bay","2001-2002","May",302
"Halibut","Morro Bay","2002-2003","May",186
"Halibut","Morro Bay","2003-2004","May",216
"Halibut","Morro Bay","2004-2005","May",0
"Halibut","Morro Bay","2005-2006","May",267
"Halibut","Morro Bay","2006-2007","May",120
"Halibut","Morro Bay","2007-2008","May",115
"Halibut","Morro Bay","2008-2009","May",794
"Halibut","Morro Bay","2009-2010","May",559
"Halibut","Morro Bay","2010-2011","May",681
"Halibut","Morro Bay","2011-2012","May",199
"Halibut","Morro Bay","2012-2013","May",142
"Halibut","Morro Bay","2013-2014","May",24
"Halibut","Morro Bay","2014-2015","May",1083
"Halibut","Morro Bay","2015-2016","May",319
"Halibut","Morro Bay","2016-2017","May",63
"Halibut","Morro Bay","2017-2018","May",699
"Halibut","Morro Bay","2018-2019","May",672
"Halibut","San Diego","1999-2000","May",6159
"Halibut","San Diego","2000-2001","May",8300
"Halibut","San Diego","2001-2002","May",2270
"Halibut","San Diego","2002-2003","May",1689
"Halibut","San Diego","2003-2004","May",2093
"Halibut","San Diego","2004-2005","May",500
"Halibut","San Diego","2005-2006","May",3023
"Halibut","San Diego","2006-2007","May",1239
"Halibut","San Diego","2007-2008","May",867
"Halibut","San Diego","2008-2009","May",1862
"Halibut","San Diego","2009-2010","May",1362
"Halibut","San Diego","2010-2011","May",1886
"Halibut","San Diego","2011-2012","May",2610
"Halibut","San Diego","2012-2013","May",643
"Halibut","San Diego","2013-2014","May",2215
"Halibut","San Diego","2014-2015","May",233
"Halibut","San Diego","2015-2016","May",3235
"Halibut","San Diego","2016-2017","May",2216
"Halibut","San Diego","2017-2018","May",4193
"Halibut","San Diego","2018-2019","May",6516
"Halibut","San Francisco","1999-2000","May",5862
"Halibut","San Francisco","2000-2001","May",5322
"Halibut","San Francisco","2001-2002","May",16584
"Halibut","San Francisco","2002-2003","May",11155
"Halibut","San Francisco","2003-2004","May",14357
"Halibut","San Francisco","2004-2005","May",23764
"Halibut","San Francisco","2005-2006","May",24432
"Halibut","San Francisco","2006-2007","May",5074
"Halibut","San Francisco","2007-2008","May",10587
"Halibut","San Francisco","2008-2009","May",15751
"Halibut","San Francisco","2009-2010","May",15185
"Halibut","San Francisco","2010-2011","May",10171
"Halibut","San Francisco","2011-2012","May",5714
"Halibut","San Francisco","2012-2013","May",11043
"Halibut","San Francisco","2013-2014","May",18891
"Halibut","San Francisco","2014-2015","May",16968
"Halibut","San Francisco","2015-2016","May",15222
"Halibut","San Francisco","2016-2017","May",25001
"Halibut","San Francisco","2017-2018","May",13981
"Halibut","San Francisco","2018-2019","May",35812
"Halibut","Santa Barbara","1999-2000","May",13214
"Halibut","Santa Barbara","2000-2001","May",41158
"Halibut","Santa Barbara","2001-2002","May",21992
"Halibut","Santa Barbara","2002-2003","May",13830
"Halibut","Santa Barbara","2003-2004","May",19247
"Halibut","Santa Barbara","2004-2005","May",7976
"Halibut","Santa Barbara","2005-2006","May",14103
"Halibut","Santa Barbara","2006-2007","May",18696
"Halibut","Santa Barbara","2007-2008","May",10408
"Halibut","Santa Barbara","2008-2009","May",13658
"Halibut","Santa Barbara","2009-2010","May",8741
"Halibut","Santa Barbara","2010-2011","May",9817
"Halibut","Santa Barbara","2011-2012","May",7543
"Halibut","Santa Barbara","2012-2013","May",9299
"Halibut","Santa Barbara","2013-2014","May",5133
"Halibut","Santa Barbara","2014-2015","May",5400
"Halibut","Santa Barbara","2015-2016","May",11614
"Halibut","Santa Barbara","2016-2017","May",11448
"Halibut","Santa Barbara","2017-2018","May",11286
"Halibut","Santa Barbara","2018-2019","May",15357
"other","Bodega Bay","1999-2000","May",2057
"other","Bodega Bay","2000-2001","May",516
"other","Bodega Bay","2001-2002","May",380
"other","Bodega Bay","2002-2003","May",169
"other","Bodega Bay","2003-2004","May",7
"other","Bodega Bay","2004-2005","May",268
"other","Bodega Bay","2005-2006","May",1686
"other","Bodega Bay","2006-2007","May",100
"other","Bodega Bay","2007-2008","May",890
"other","Bodega Bay","2008-2009","May",47
"other","Bodega Bay","2009-2010","May",1636
"other","Bodega Bay","2010-2011","May",0
"other","Bodega Bay","2011-2012","May",69
"other","Bodega Bay","2012-2013","May",83
"other","Bodega Bay","2013-2014","May",936
"other","Bodega Bay","2014-2015","May",62
"other","Bodega Bay","2015-2016","May",1217
"other","Bodega Bay","2016-2017","May",920
"other","Bodega Bay","2017-2018","May",175
"other","Bodega Bay","2018-2019","May",11
"other","Eureka","1999-2000","May",185370
"other","Eureka","2000-2001","May",103155
"other","Eureka","2001-2002","May",66161
"other","Eureka","2002-2003","May",180921
"other","Eureka","2003-2004","May",178315
"other","Eureka","2004-2005","May",78150
"other","Eureka","2005-2006","May",51767
"other","Eureka","2006-2007","May",49386
"other","Eureka","2007-2008","May",80192
"other","Eureka","2008-2009","May",47256
"other","Eureka","2009-2010","May",70617
"other","Eureka","2010-2011","May",93288
"other","Eureka","2011-2012","May",124443
"other","Eureka","2012-2013","May",93516
"other","Eureka","2013-2014","May",128017
"other","Eureka","2014-2015","May",107254
"other","Eureka","2015-2016","May",87251
"other","Eureka","2016-2017","May",95866
"other","Eureka","2017-2018","May",114836
"other","Eureka","2018-2019","May",116069
"other","Fort Bragg","1999-2000","May",10910
"other","Fort Bragg","2000-2001","May",6712
"other","Fort Bragg","2001-2002","May",2622
"other","Fort Bragg","2002-2003","May",6474
"other","Fort Bragg","2003-2004","May",7224
"other","Fort Bragg","2004-2005","May",3052
"other","Fort Bragg","2005-2006","May",2827
"other","Fort Bragg","2006-2007","May",83
"other","Fort Bragg","2007-2008","May",1209
"other","Fort Bragg","2008-2009","May",82
"other","Fort Bragg","2009-2010","May",713
"other","Fort Bragg","2010-2011","May",228
"other","Fort Bragg","2011-2012","May",72
"other","Fort Bragg","2012-2013","May",312
"other","Fort Bragg","2013-2014","May",271
"other","Fort Bragg","2014-2015","May",1855
"other","Fort Bragg","2015-2016","May",1087
"other","Fort Bragg","2016-2017","May",2368
"other","Fort Bragg","2017-2018","May",583
"other","Fort Bragg","2018-2019","May",575
"other","Los Angeles","1999-2000","May",102108
"other","Los Angeles","2000-2001","May",208076
"other","Los Angeles","2001-2002","May",97856
"other","Los Angeles","2002-2003","May",104267
"other","Los Angeles","2003-2004","May",56175
"other","Los Angeles","2004-2005","May",41986
"other","Los Angeles","2005-2006","May",64079
"other","Los Angeles","2006-2007","May",71280
"other","Los Angeles","2007-2008","May",59254
"other","Los Angeles","2008-2009","May",42938
"other","Los Angeles","2009-2010","May",35383
"other","Los Angeles","2010-2011","May",72840
"other","Los Angeles","2011-2012","May",35004
"other","Los Angeles","2012-2013","May",36353
"other","Los Angeles","2013-2014","May",26025
"other","Los Angeles","2014-2015","May",103257
"other","Los Angeles","2015-2016","May",25815
"other","Los Angeles","2016-2017","May",18753
"other","Los Angeles","2017-2018","May",6256
"other","Los Angeles","2018-2019","May",10782
"other","Monterey","1999-2000","May",28809
"other","Monterey","2000-2001","May",5872
"other","Monterey","2001-2002","May",11628
"other","Monterey","2002-2003","May",32625
"other","Monterey","2003-2004","May",18716
"other","Monterey","2004-2005","May",17247
"other","Monterey","2005-2006","May",8623
"other","Monterey","2006-2007","May",13198
"other","Monterey","2007-2008","May",17732
"other","Monterey","2008-2009","May",12696
"other","Monterey","2009-2010","May",9982
"other","Monterey","2010-2011","May",11723
"other","Monterey","2011-2012","May",3981
"other","Monterey","2012-2013","May",13248
"other","Monterey","2013-2014","May",9941
"other","Monterey","2014-2015","May",6175
"other","Monterey","2015-2016","May",4000
"other","Monterey","2016-2017","May",3749
"other","Monterey","2017-2018","May",29254
"other","Monterey","2018-2019","May",5264
"other","Morro Bay","1999-2000","May",213
"other","Morro Bay","2000-2001","May",5925
"other","Morro Bay","2001-2002","May",342
"other","Morro Bay","2002-2003","May",73
"other","Morro Bay","2003-2004","May",393
"other","Morro Bay","2004-2005","May",1002
"other","Morro Bay","2005-2006","May",4933
"other","Morro Bay","2006-2007","May",111
"other","Morro Bay","2007-2008","May",263
"other","Morro Bay","2008-2009","May",194
"other","Morro Bay","2009-2010","May",520
"other","Morro Bay","2010-2011","May",2532
"other","Morro Bay","2011-2012","May",3112
"other","Morro Bay","2012-2013","May",4535
"other","Morro Bay","2013-2014","May",2598
"other","Morro Bay","2014-2015","May",1586
"other","Morro Bay","2015-2016","May",468
"other","Morro Bay","2016-2017","May",2034
"other","Morro Bay","2017-2018","May",1109
"other","Morro Bay","2018-2019","May",2964
"other","San Diego","1999-2000","May",64789
"other","San Diego","2000-2001","May",61204
"other","San Diego","2001-2002","May",43439
"other","San Diego","2002-2003","May",46941
"other","San Diego","2003-2004","May",10596
"other","San Diego","2004-2005","May",19219
"other","San Diego","2005-2006","May",23699
"other","San Diego","2006-2007","May",30029
"other","San Diego","2007-2008","May",25341
"other","San Diego","2008-2009","May",26149
"other","San Diego","2009-2010","May",16981
"other","San Diego","2010-2011","May",19295
"other","San Diego","2011-2012","May",13297
"other","San Diego","2012-2013","May",18098
"other","San Diego","2013-2014","May",37351
"other","San Diego","2014-2015","May",52648
"other","San Diego","2015-2016","May",43744
"other","San Diego","2016-2017","May",16986
"other","San Diego","2017-2018","May",15667
"other","San Diego","2018-2019","May",47126
"other","San Francisco","1999-2000","May",135665
"other","San Francisco","2000-2001","May",237371
"other","San Francisco","2001-2002","May",205631
"other","San Francisco","2002-2003","May",65245
"other","San Francisco","2003-2004","May",187308
"other","San Francisco","2004-2005","May",67856
"other","San Francisco","2005-2006","May",94991
"other","San Francisco","2006-2007","May",67703
"other","San Francisco","2007-2008","May",2932
"other","San Francisco","2008-2009","May",7539
"other","San Francisco","2009-2010","May",4084
"other","San Francisco","2010-2011","May",3472
"other","San Francisco","2011-2012","May",4108
"other","San Francisco","2012-2013","May",3366
"other","San Francisco","2013-2014","May",3489
"other","San Francisco","2014-2015","May",4368
"other","San Francisco","2015-2016","May",730
"other","San Francisco","2016-2017","May",11566
"other","San Francisco","2017-2018","May",10114
"other","San Francisco","2018-2019","May",835
"other","Santa Barbara","1999-2000","May",81287
"other","Santa Barbara","2000-2001","May",82658
"other","Santa Barbara","2001-2002","May",122015
"other","Santa Barbara","2002-2003","May",95406
"other","Santa Barbara","2003-2004","May",66105
"other","Santa Barbara","2004-2005","May",69642
"other","Santa Barbara","2005-2006","May",45332
"other","Santa Barbara","2006-2007","May",57885
"other","Santa Barbara","2007-2008","May",87491
"other","Santa Barbara","2008-2009","May",102444
"other","Santa Barbara","2009-2010","May",95429
"other","Santa Barbara","2010-2011","May",89290
"other","Santa Barbara","2011-2012","May",40903
"other","Santa Barbara","2012-2013","May",42848
"other","Santa Barbara","2013-2014","May",76753
"other","Santa Barbara","2014-2015","May",58317
"other","Santa Barbara","2015-2016","May",67036
"other","Santa Barbara","2016-2017","May",50532
"other","Santa Barbara","2017-2018","May",44862
"other","Santa Barbara","2018-2019","May",24375
"Dungeness Crab","Eureka","1999-2000","Jun",23516
"Dungeness Crab","Eureka","2000-2001","Jun",11648
"Dungeness Crab","Eureka","2000-2001","Jun",0
"Dungeness Crab","Eureka","2001-2002","Jun",11372
"Dungeness Crab","Eureka","2002-2003","Jun",25536
"Dungeness Crab","Eureka","2002-2003","Jun",0
"Dungeness Crab","Eureka","2003-2004","Jun",42100
"Dungeness Crab","Eureka","2004-2005","Jun",67634
"Dungeness Crab","Eureka","2005-2006","Jun",315000
"Dungeness Crab","Eureka","2006-2007","Jun",60195
"Dungeness Crab","Eureka","2007-2008","Jun",18833
"Dungeness Crab","Eureka","2008-2009","Jun",29248
"Dungeness Crab","Eureka","2008-2009","Jun",0
"Dungeness Crab","Eureka","2009-2010","Jun",21906
"Dungeness Crab","Eureka","2009-2010","Jun",0
"Dungeness Crab","Eureka","2010-2011","Jun",46535
"Dungeness Crab","Eureka","2011-2012","Jun",122052
"Dungeness Crab","Eureka","2011-2012","Jun",0
"Dungeness Crab","Eureka","2012-2013","Jun",129623
"Dungeness Crab","Eureka","2013-2014","Jun",35184
"Dungeness Crab","Eureka","2014-2015","Jun",33292
"Dungeness Crab","Eureka","2015-2016","Jun",798362
"Dungeness Crab","Eureka","2015-2016","Jun",0
"Dungeness Crab","Eureka","2016-2017","Jun",65218
"Dungeness Crab","Eureka","2016-2017","Jun",0
"Dungeness Crab","Eureka","2017-2018","Jun",109843
"Dungeness Crab","Eureka","2018-2019","Jun",0
"Dungeness Crab","Eureka","2018-2019","Jun",0
"Dungeness Crab","Fort Bragg","1999-2000","Jun",4276
"Dungeness Crab","Fort Bragg","2000-2001","Jun",5007
